page	query	recent_clicks	prior_clicks	click_delta	recent_impressions	prior_impressions	impression_delta	recent_ctr	prior_ctr	recent_position	prior_position
https://gainframe.app/blog/ai-physique-rating-apps/	physique rater	8	1	7	166	132	34	0.04819277108433735	0.007575757575757576	6.072289156626506	7.583333333333333
https://gainframe.app/blog/ai-physique-rating-apps/	physique rater ai	0	0	0	17	2	15	0.0	0.0	6.0588235294117645	8.5
https://gainframe.app/blog/ai-physique-rating-apps/	physique rating	1	4	-3	7	43	-36	0.14285714285714285	0.09302325581395349	13.285714285714286	8.953488372093023
https://gainframe.app/blog/ai-physique-rating-apps/	physique rating ai	5	5	0	45	46	-1	0.1111111111111111	0.10869565217391304	3.8222222222222224	4.760869565217391
https://gainframe.app/blog/ai-physique-rating-apps/	rate my body ai	0	0	0	2	8	-6	0.0	0.0	18.5	7.125
https://gainframe.app/blog/ai-physique-rating-apps/	rate my physique ai	1	0	1	21	32	-11	0.047619047619047616	0.0	7.714285714285714	7.65625
https://gainframe.app/blog/ai-physique-rating-apps/	rate physique ai	0	0	0	8	5	3	0.0	0.0	5.375	5.6
https://gainframe.app/blog/average-body-fat-percentage-women/	average body fat percentage for mothers in 30's	0	0	0	0	118	-118	0.0	0.0		7.508474576271187
https://gainframe.app/blog/average-body-fat-percentage-women/	average body fat percentage for women in america	0	0	0	0	10	-10	0.0	0.0		14.2
https://gainframe.app/blog/average-body-fat-percentage-women/	body fat percentage women	0	0	0	0	11	-11	0.0	0.0		72.0
https://gainframe.app/blog/average-body-fat-percentage-women/	what is the average bodyfat percentage for females? question 87 options: 20 to 27 percent 25 to 31 percent 17 to 25 percent 14 to 19 percent	0	0	0	0	21	-21	0.0	0.0		8.095238095238095
https://gainframe.app/blog/average-hand-size/	average hand	0	0	0	0	9	-9	0.0	0.0		2.0
https://gainframe.app/blog/average-hand-size/	average hand length	0	0	0	7	11	-4	0.0	0.0	5.857142857142857	8.545454545454547
https://gainframe.app/blog/average-hand-size/	average hand size	0	0	0	12	51	-39	0.0	0.0	6.666666666666667	6.666666666666667
https://gainframe.app/blog/average-hand-size/	average hand span	0	0	0	4	19	-15	0.0	0.0	11.75	9.789473684210526
https://gainframe.app/blog/average-hand-size/	average hand span for a man	0	1	-1	0	10	-10	0.0	0.1		9.8
https://gainframe.app/blog/average-hand-size/	average hand width	0	0	0	1	14	-13	0.0	0.0	9.0	8.285714285714285
https://gainframe.app/blog/average-hand-size/	average male hand size	0	0	0	11	14	-3	0.0	0.0	8.272727272727273	9.357142857142858
https://gainframe.app/blog/average-hand-size/	average male hand width	0	0	0	0	8	-8	0.0	0.0		8.25
https://gainframe.app/blog/average-hand-size/	hand length	0	0	0	1	48	-47	0.0	0.0	11.0	8.541666666666668
https://gainframe.app/blog/average-hand-size/	hand size	0	0	0	4	30	-26	0.0	0.0	8.25	9.933333333333334
https://gainframe.app/blog/average-hand-size/	how big is a hand	0	0	0	4	12	-8	0.0	0.0	11.0	10.166666666666666
https://gainframe.app/blog/average-hand-size/	how long is a hand	0	0	0	3	24	-21	0.0	0.0	10.666666666666666	9.791666666666666
https://gainframe.app/blog/average-hand-size/	how long is the average hand	0	0	0	2	14	-12	0.0	0.0	7.0	7.428571428571429
https://gainframe.app/blog/average-hand-size/	how wide is the average hand	0	0	0	2	14	-12	0.0	0.0	8.5	9.571428571428571
https://gainframe.app/blog/average-hand-size/	palm length	0	0	0	1	8	-7	0.0	0.0	9.0	8.375
https://gainframe.app/blog/average-hip-size-women/	39 inch hips	0	0	0	0	21	-21	0.0	0.0		9.952380952380953
https://gainframe.app/blog/average-hip-size-women/	40 hips	0	0	0	0	8	-8	0.0	0.0		12.125
https://gainframe.app/blog/average-hip-size-women/	40 inch hip	0	0	0	0	11	-11	0.0	0.0		10.0
https://gainframe.app/blog/average-hip-size-women/	40 inch hips	0	0	0	0	18	-18	0.0	0.0		9.722222222222221
https://gainframe.app/blog/average-hip-size-women/	40 inch hips woman	0	1	-1	0	9	-9	0.0	0.1111111111111111		6.444444444444445
https://gainframe.app/blog/average-hip-size-women/	41 inch hips	0	0	0	0	15	-15	0.0	0.0		7.6
https://gainframe.app/blog/average-hip-size-women/	42 inch hips	0	0	0	0	19	-19	0.0	0.0		8.947368421052632
https://gainframe.app/blog/average-hip-size-women/	45 inch hips	0	0	0	0	12	-12	0.0	0.0		8.333333333333332
https://gainframe.app/blog/average-hip-size-women/	are 42 inch hips big	0	0	0	0	8	-8	0.0	0.0		5.125
https://gainframe.app/blog/average-hip-size-women/	average female hip circumference	0	0	0	0	13	-13	0.0	0.0		6.538461538461538
https://gainframe.app/blog/average-hip-size-women/	average female hip size	0	1	-1	0	12	-12	0.0	0.08333333333333333		6.166666666666667
https://gainframe.app/blog/average-hip-size-women/	average female hip width	0	0	0	0	8	-8	0.0	0.0		4.625
https://gainframe.app/blog/average-hip-size-women/	average hip circumference female	0	0	0	0	15	-15	0.0	0.0		4.8
https://gainframe.app/blog/average-hip-size-women/	average hip measurement female	0	0	0	0	15	-15	0.0	0.0		4.466666666666667
https://gainframe.app/blog/average-hip-size-women/	average hip size	0	0	0	2	32	-30	0.0	0.0	1.0	4.59375
https://gainframe.app/blog/average-hip-size-women/	average hip size for women	0	2	-2	0	136	-136	0.0	0.014705882352941176		4.022058823529411
https://gainframe.app/blog/average-hip-size-women/	average hip width	0	0	0	0	11	-11	0.0	0.0		4.727272727272727
https://gainframe.app/blog/average-hip-size-women/	average hip width women	0	1	-1	0	14	-14	0.0	0.07142857142857142		6.5
https://gainframe.app/blog/average-hip-size-women/	average hips size for women	0	0	0	0	10	-10	0.0	0.0		4.2
https://gainframe.app/blog/average-hip-size-women/	average woman hip size	0	0	0	0	11	-11	0.0	0.0		4.090909090909091
https://gainframe.app/blog/average-hip-size-women/	average women hip size	0	0	0	0	12	-12	0.0	0.0		4.083333333333334
https://gainframe.app/blog/average-hip-size-women/	girl hip size	0	0	0	0	9	-9	0.0	0.0		8.777777777777779
https://gainframe.app/blog/average-hip-size-women/	girls hip size	0	0	0	0	9	-9	0.0	0.0		9.666666666666666
https://gainframe.app/blog/average-hip-size-women/	hip measurement women	0	0	0	0	12	-12	0.0	0.0		8.166666666666668
https://gainframe.app/blog/average-hip-size-women/	hip size	0	0	0	1	25	-24	0.0	0.0	2.0	10.72
https://gainframe.app/blog/average-hip-size-women/	hip size for women	0	0	0	0	11	-11	0.0	0.0		7.2727272727272725
https://gainframe.app/blog/average-hip-size-women/	hip size girl	0	0	0	0	15	-15	0.0	0.0		7.133333333333334
https://gainframe.app/blog/average-hip-size-women/	is 40 inch hips big for a woman	0	0	0	1	11	-10	0.0	0.0	3.0	8.363636363636363
https://gainframe.app/blog/average-hip-size-women/	is 41 inch hips big for a woman	0	0	0	1	14	-13	0.0	0.0	1.0	4.928571428571429
https://gainframe.app/blog/average-hip-size-women/	normal hip size	0	0	0	0	9	-9	0.0	0.0		5.111111111111111
https://gainframe.app/blog/average-hip-size-women/	normal hip size for female	0	2	-2	1	188	-187	0.0	0.010638297872340425	1.0	6.675531914893617
https://gainframe.app/blog/average-hip-size-women/	what is the average hip size for a woman	0	0	0	0	23	-23	0.0	0.0		4.826086956521739
https://gainframe.app/blog/average-hip-size-women/	what's the average hip size for a woman	0	0	0	0	12	-12	0.0	0.0		3.0833333333333335
https://gainframe.app/blog/average-shoulder-width-women/	15 inch shoulders	0	0	0	0	8	-8	0.0	0.0		6.25
https://gainframe.app/blog/average-shoulder-width-women/	average female shoulder width	0	0	0	0	33	-33	0.0	0.0		5.212121212121212
https://gainframe.app/blog/average-shoulder-width-women/	average shoulder width	0	0	0	1	47	-46	0.0	0.0	1.0	7.702127659574468
https://gainframe.app/blog/average-shoulder-width-women/	average shoulder width female	0	0	0	0	25	-25	0.0	0.0		3.24
https://gainframe.app/blog/average-shoulder-width-women/	average shoulder width for women	0	0	0	3	35	-32	0.0	0.0	1.6666666666666665	5.685714285714286
https://gainframe.app/blog/average-shoulder-width-women/	average shoulder width women	0	0	0	0	15	-15	0.0	0.0		4.0
https://gainframe.app/blog/average-shoulder-width-women/	average woman shoulder width	0	0	0	0	10	-10	0.0	0.0		5.3
https://gainframe.app/blog/average-shoulder-width-women/	average women shoulder width	0	0	0	0	8	-8	0.0	0.0		5.375
https://gainframe.app/blog/average-shoulder-width-women/	biacromial width	0	0	0	1	40	-39	0.0	0.0	7.0	10.75
https://gainframe.app/blog/average-shoulder-width-women/	is 15 inch shoulders broad for female	0	0	0	0	9	-9	0.0	0.0		5.777777777777778
https://gainframe.app/blog/average-shoulder-width-women/	is 16 inch shoulders broad for female	0	0	0	0	13	-13	0.0	0.0		8.0
https://gainframe.app/blog/average-shoulder-width-women/	is 40 cm shoulder broad for a woman	0	0	0	0	11	-11	0.0	0.0		7.636363636363637
https://gainframe.app/blog/average-shoulder-width-women/	shoulder circumference	0	0	0	0	12	-12	0.0	0.0		10.0
https://gainframe.app/blog/average-shoulder-width-women/	shoulder width	0	0	0	0	16	-16	0.0	0.0		11.625
https://gainframe.app/blog/average-shoulder-width-women/	what is considered broad shoulders on a woman	0	0	0	0	8	-8	0.0	0.0		9.125
https://gainframe.app/blog/average-shoulder-width-women/	women average shoulder width	0	0	0	0	8	-8	0.0	0.0		4.75
https://gainframe.app/blog/average-thigh-size/	average thigh size male	0	0	0	1	21	-20	0.0	0.0	4.0	1.5238095238095237
https://gainframe.app/blog/average-thigh-size/	thigh measurement	0	0	0	0	9	-9	0.0	0.0		2.666666666666667
https://gainframe.app/blog/average-waist-size-women/	24 inch waist	0	0	0	8	0	8	0.0	0.0	51.0	
https://gainframe.app/blog/average-waist-size-women/	35 inch waist women's size	0	0	0	3	8	-5	0.0	0.0	10.333333333333334	8.875
https://gainframe.app/blog/average-waist-size-women/	37 inch waist women's size	0	0	0	1	8	-7	0.0	0.0	12.0	7.625
https://gainframe.app/blog/average-waist-size-women/	average female waist size	0	0	0	11	7	4	0.0	0.0	29.636363636363637	22.285714285714285
https://gainframe.app/blog/average-waist-size-women/	average waist size for 20 year old female	0	0	0	4	11	-7	0.0	0.0	8.75	7.909090909090909
https://gainframe.app/blog/average-waist-size-women/	average waist size for women	0	0	0	31	68	-37	0.0	0.0	15.32258064516129	9.867647058823529
https://gainframe.app/blog/average-waist-size-women/	average waist size for women in america	0	0	0	17	5	12	0.0	0.0	8.411764705882353	7.8
https://gainframe.app/blog/average-waist-size-women/	average waist size for women in us	0	0	0	18	29	-11	0.0	0.0	11.055555555555555	11.517241379310345
https://gainframe.app/blog/average-waist-size-women/	average waist size women	0	0	0	3	9	-6	0.0	0.0	23.333333333333332	19.333333333333332
https://gainframe.app/blog/average-waist-size-women/	healthy waist size for women	0	0	0	9	3	6	0.0	0.0	62.44444444444444	49.0
https://gainframe.app/blog/average-waist-size-women/	ideal waist size for a woman	0	0	0	6	9	-3	0.0	0.0	43.333333333333336	40.0
https://gainframe.app/blog/average-waist-size-women/	size 16 in inches waist	0	0	0	12	13	-1	0.0	0.0	22.75	23.0
https://gainframe.app/blog/average-waist-size-women/	waist 35 is what size women's	0	0	0	2	12	-10	0.0	0.0	3.0	5.5
https://gainframe.app/blog/average-waist-size-women/	waist measurement women	0	0	0	6	10	-4	0.0	0.0	71.5	65.9
https://gainframe.app/blog/average-waist-size-women/	waist size	0	0	0	14	9	5	0.0	0.0	56.357142857142854	47.44444444444444
https://gainframe.app/blog/average-waist-size-women/	waist size for women	0	0	0	9	5	4	0.0	0.0	50.888888888888886	45.0
https://gainframe.app/blog/average-waist-size-women/	waist women	0	0	0	9	2	7	0.0	0.0	34.888888888888886	22.5
https://gainframe.app/blog/average-waist-size-women/	what is the average waist size for a woman	0	0	0	8	18	-10	0.0	0.0	13.375	8.333333333333332
https://gainframe.app/blog/average-waist-size-women/	what's the average waist size for a woman	0	0	0	6	27	-21	0.0	0.0	10.333333333333334	9.296296296296296
https://gainframe.app/blog/average-waist-size-women/	women waist size chart	0	0	0	2	10	-8	0.0	0.0	47.5	36.0
https://gainframe.app/blog/average-wrist-size/	cuanto mide una muñeca promedio	0	0	0	1	10	-9	0.0	0.0	4.0	5.1
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body fat analyzer	1	1	0	10	1	9	0.1	1.0	6.4	13.0
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body fat calculator	1	1	0	16	14	2	0.0625	0.07142857142857142	10.4375	7.5
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body fat estimator	0	0	0	14	12	2	0.0	0.0	10.357142857142858	10.333333333333334
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body fat scanner	0	0	0	15	7	8	0.0	0.0	4.866666666666667	7.0
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body fat scanner free	0	1	-1	13	5	8	0.0	0.2	9.0	17.2
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body scan	0	0	0	0	12	-12	0.0	0.0		1.25
https://gainframe.app/blog/best-ai-body-fat-apps/	ai body scanner	0	0	0	0	11	-11	0.0	0.0		1.0
https://gainframe.app/blog/best-ai-body-fat-apps/	ai physique rater	0	0	0	9	2	7	0.0	0.0	3.7777777777777777	4.5
https://gainframe.app/blog/best-ai-body-fat-apps/	am i fat ai	0	2	-2	12	19	-7	0.0	0.10526315789473684	8.416666666666668	6.578947368421052
https://gainframe.app/blog/best-ai-body-fat-apps/	best ai body fat estimator	4	2	2	18	17	1	0.2222222222222222	0.11764705882352941	1.9444444444444444	2.7058823529411766
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat ai	2	1	1	14	2	12	0.14285714285714285	0.5	7.928571428571429	5.5
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat ai estimator	0	1	-1	8	4	4	0.0	0.25	6.5	12.0
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat app	1	0	1	17	5	12	0.058823529411764705	0.0	4.9411764705882355	3.0
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat app free	2	0	2	8	1	7	0.25	0.0	1.0	7.0
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat calculator ai	0	0	0	14	17	-3	0.0	0.0	9.0	7.529411764705882
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat calculator app	1	0	1	9	9	0	0.1111111111111111	0.0	4.333333333333334	5.333333333333333
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat estimate ai	0	1	-1	19	22	-3	0.0	0.045454545454545456	7.578947368421052	5.681818181818182
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat estimation ai	0	0	0	8	0	8	0.0	0.0	4.75	
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat estimator ai	0	1	-1	40	23	17	0.0	0.043478260869565216	5.45	9.26086956521739
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat estimator from photo	0	1	-1	0	8	-8	0.0	0.125		8.5
https://gainframe.app/blog/best-ai-body-fat-apps/	body fat percentage app	0	2	-2	4	8	-4	0.0	0.25	3.0	1.625
https://gainframe.app/blog/best-ai-body-fat-apps/	bodyfat ai	2	0	2	19	6	13	0.10526315789473684	0.0	6.7368421052631575	5.666666666666667
https://gainframe.app/blog/best-ai-body-fat-apps/	can ai estimate body fat percentage	0	0	0	10	6	4	0.0	0.0	9.2	8.5
https://gainframe.app/blog/best-ai-body-fat-apps/	rate my body	0	0	0	6	48	-42	0.0	0.0	2.666666666666667	3.5833333333333335
https://gainframe.app/blog/best-ai-body-fat-apps/	rate my body ai	0	0	0	10	1	9	0.0	0.0	3.1	5.0
https://gainframe.app/blog/best-ai-fitness-apps-track-body/	thelo app cost	0	0	0	11	3	8	0.0	0.0	5.454545454545454	5.333333333333333
https://gainframe.app/blog/best-ai-fitness-apps-track-body/	thelo app reviews	0	0	0	21	5	16	0.0	0.0	7.095238095238095	6.2
https://gainframe.app/blog/best-ai-personal-trainer-apps/	affordable personal trainer alternative with ai	0	0	0	10	1	9	0.0	0.0	3.8	11.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness	0	0	0	8	0	8	0.0	0.0	2.25	
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness app	0	0	0	21	1	20	0.0	0.0	9.857142857142858	4.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness coach	0	0	0	30	0	30	0.0	0.0	17.366666666666667	
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness coach app	0	0	0	42	9	33	0.0	0.0	10.5	10.88888888888889
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness coaching app	0	0	0	9	1	8	0.0	0.0	13.555555555555555	41.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness coaching platform	0	0	0	23	2	21	0.0	0.0	28.26086956521739	63.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness trainer	0	0	0	27	9	18	0.0	0.0	8.185185185185185	10.88888888888889
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai fitness training app	0	0	0	8	1	7	0.0	0.0	19.375	16.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai personal fitness coach	0	0	0	13	1	12	0.0	0.0	9.76923076923077	12.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai personal trainer	3	3	0	286	181	105	0.01048951048951049	0.016574585635359115	8.097902097902097	9.88950276243094
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai personal trainer app	0	1	-1	90	75	15	0.0	0.013333333333333334	5.533333333333333	5.493333333333333
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai personal trainer app download	0	0	0	10	1	9	0.0	0.0	9.4	10.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai personalized fitness app for athletes	0	0	0	44	39	5	0.0	0.0	8.772727272727273	8.333333333333332
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai trainer app	0	1	-1	10	9	1	0.0	0.1111111111111111	6.6	7.555555555555555
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai workout coach	0	0	0	11	0	11	0.0	0.0	7.363636363636363	
https://gainframe.app/blog/best-ai-personal-trainer-apps/	ai-powered personal trainer	0	0	0	7	9	-2	0.0	0.0	11.142857142857142	13.777777777777779
https://gainframe.app/blog/best-ai-personal-trainer-apps/	artificial intelligence fitness trainer	0	0	0	9	0	9	0.0	0.0	14.666666666666666	
https://gainframe.app/blog/best-ai-personal-trainer-apps/	artificial intelligence personal trainer	0	0	0	16	0	16	0.0	0.0	1.5	
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai fitness coach	0	0	0	22	7	15	0.0	0.0	5.409090909090909	6.285714285714286
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai fitness trainer	0	0	0	3	9	-6	0.0	0.0	3.6666666666666665	7.888888888888889
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai for fitness coaching	0	0	0	9	0	9	0.0	0.0	6.0	
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai for personal training	0	0	0	12	10	2	0.0	0.0	4.833333333333334	6.3
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai gym trainer	0	0	0	6	8	-2	0.0	0.0	5.0	5.875
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai personal coach app	0	0	0	13	5	8	0.0	0.0	8.0	10.4
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai personal trainer	0	0	0	32	42	-10	0.0	0.0	6.03125	7.738095238095238
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best ai personal trainer app	1	1	0	26	34	-8	0.038461538461538464	0.029411764705882353	6.3076923076923075	5.705882352941177
https://gainframe.app/blog/best-ai-personal-trainer-apps/	best free ai personal trainer	0	1	-1	15	8	7	0.0	0.125	3.7333333333333334	3.625
https://gainframe.app/blog/best-ai-personal-trainer-apps/	how do ai personal trainer apps work?	0	0	0	11	6	5	0.0	0.0	5.7272727272727275	6.666666666666667
https://gainframe.app/blog/best-ai-personal-trainer-apps/	how personal trainers appear in ai	0	0	0	8	3	5	0.0	0.0	17.875	18.666666666666668
https://gainframe.app/blog/best-ai-personal-trainer-apps/	personal ai trainer	0	0	0	11	5	6	0.0	0.0	11.363636363636363	11.6
https://gainframe.app/blog/best-ai-personal-trainer-apps/	personal trainer ai	0	0	0	22	6	16	0.0	0.0	10.090909090909092	10.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	what is the best ai personal trainer app?	0	0	0	11	8	3	0.0	0.0	6.636363636363637	10.125
https://gainframe.app/blog/best-ai-personal-trainer-apps/	what is the best ai-powered personal training app?	0	0	0	9	2	7	0.0	0.0	8.333333333333332	10.5
https://gainframe.app/blog/best-ai-personal-trainer-apps/	which personal trainer app receives the best reviews?	0	0	0	8	6	2	0.0	0.0	7.75	8.0
https://gainframe.app/blog/best-ai-personal-trainer-apps/	推薦好嘅ai for personal trainer assignment	0	0	0	3	8	-5	0.0	0.0	9.666666666666666	9.25
https://gainframe.app/blog/best-before-after-transformations-men/	(gainframe app what is it) (site:x.com or site:gainframe.app)	0	0	0	0	11	-11	0.0	0.0		7.636363636363637
https://gainframe.app/blog/best-before-after-transformations-men/	which app has the best before-and-after transformations for men?	0	0	0	12	15	-3	0.0	0.0	2.083333333333333	3.3333333333333335
https://gainframe.app/blog/best-before-after-transformations-men/	which app has the best before-and-after transformations for women?	0	0	0	11	14	-3	0.0	0.0	2.909090909090909	2.928571428571429
https://gainframe.app/blog/best-body-composition-apps/	app for body measurements	0	0	0	8	9	-1	0.0	0.0	10.375	11.333333333333334
https://gainframe.app/blog/best-body-composition-apps/	best app for body measurements	0	0	0	10	9	1	0.0	0.0	9.2	9.777777777777779
https://gainframe.app/blog/best-body-composition-apps/	best app for tracking body measurements	0	0	0	9	3	6	0.0	0.0	7.444444444444445	8.0
https://gainframe.app/blog/best-body-composition-apps/	best app to track body measurements	0	0	0	4	9	-5	0.0	0.0	9.5	9.11111111111111
https://gainframe.app/blog/best-body-composition-apps/	body composition app	1	1	0	17	23	-6	0.058823529411764705	0.043478260869565216	6.529411764705882	7.608695652173913
https://gainframe.app/blog/best-body-composition-apps/	body fat scales app	0	0	0	12	3	9	0.0	0.0	17.5	19.0
