landingPagePlusQueryString	pageTitle	recent_sessions	prior_sessions	sessions_delta	recent_newUsers	prior_newUsers	newUsers_delta	recent_engagedSessions	prior_engagedSessions
(not set)	Is AI Body Fat Analysis Accurate? A 2025 Study Says Yes | GainFrame	2	1	1	0	0	0	0	0
(not set)	Shoulder to Waist Ratio: The V-Taper Math (and How to Actually Improve Yours) | GainFrame	1	0	1	0	0	0	0	0
(not set)	Signs You're Building Muscle (Before You Can See It in the Mirror) | GainFrame	1	0	1	0	0	0	0	0
(not set)	What Does Visceral Fat Look Like? How to Tell If You Have It | GainFrame	1	0	1	0	0	0	0	0
/	6 Best Body Fat Scanner Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/	ACSM Resistance Training Guidelines (2025): Sets, Reps & Frequency Explained | GainFrame	1	0	1	0	0	0	1	0
/	AI Fitness Analysis: What It Is and What It Should Tell You | GainFrame	1	0	1	0	0	0	1	0
/	AI Fitness Coach with Strava Integration: A Real Walkthrough (2026) | GainFrame	1	0	1	0	0	0	1	0
/	Aesthetic Physique: The Body Fat % and Proportions That Create the Look | GainFrame	1	0	1	0	0	0	1	0
/	Best Before-and-After Transformation Apps for Women (2026) | GainFrame	1	0	1	0	0	0	1	0
/	Future Physique: See Where Your Body Is Headed | GainFrame	1	0	1	0	0	0	1	0
/	GainFrame - L'application de composition corporelle AI pour les adopteurs de gym	1	0	1	0	0	0	1	0
/	GainFrame Coach vs Fitbod vs Ray vs GymStreak (2026 Comparison) | GainFrame	1	0	1	0	0	0	1	0
/	GainFrame Comics — Научно обоснованные советы для спортзала и обучение фитнесу | GainFrame	1	0	1	0	0	0	1	0
/	Kostenlose Fitness-Rechner – Körperfett, Gesamtenergieverbrauch & Makronährstoffe | GainFrame	1	0	1	0	0	0	1	0
/	Kostenloser KI-Körperfett-Schätzer anhand eines Fotos | GainFrame	1	0	1	0	0	0	1	0
/	Strength Standards Calculator — Am I Strong? | GainFrame	1	0	1	0	0	0	1	0
/	Tool zur Einrichtung von Fortschrittsfotos – Perfektioniere deine Fitnessstudio-Fotos | GainFrame	1	0	1	0	0	0	1	0
/?ref=ainave	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	1	0	1	0	0
/blog/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/	Personalized AI Fitness Coach: What 'Personalized' Should Actually Mean | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	Best AI Fitness Apps That Track Your Body in 2026 (Not Just Your Workout) | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/	أفضل 5 تطبيقات لتعديل الجسم بالذكاء الاصطناعي لعام 2026 (بالإضافة إلى البديل الأصيل) | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-editor-apps-vs-real-analysis/?hl=pt-PT	5 Best AI Body Editor Apps 2026 (+ the Honest Alternative) | GainFrame	1	0	1	1	0	1	1	0
/blog/ai-body-fat-photo-accuracy-study/	DEXA Scan Alternative: 6 Options Ranked by Cost, Accuracy & Convenience | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-fat-photo-accuracy-study/	FFMI Calculator — Fat-Free Mass Index &amp; Natural Limit | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-fat-photo-accuracy-study/	GainFrame Comics — Science-Backed Gym Tips & Fitness Education | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-body-fat-photo-accuracy-study/	Metamorph vs GainFrame: Which Progress Photo App Wins for Serious Lifters in 2026? | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-fitness-coach-strava-integration/	6 Best Body Fat Scanner Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/blog/ai-fitness-coach-strava-integration/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/blog/behind-the-prediction-future-physique/	Behind the Prediction: How GainFrame Calculates Your Future Physique | GainFrame	2	1	1	2	1	1	0	0
/blog/best-ai-body-composition-app/	5 Best AI Body Fat Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	Best Ways to Measure Body Fat in 2026 (Accuracy Comparison) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	DEXA Scan Alternative: 6 Options Ranked by Cost, Accuracy & Convenience | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	FFMI Calculator — Fat-Free Mass Index &amp; Natural Limit | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	How to Calculate Body Fat from a Photo using AI | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	How to Test for Visceral Fat: Every Method Ranked | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-composition-app/	I Compared My AI Body Scan to a $150 DEXA Scan — Here's How Close It Got | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Best Body Composition Apps for Tracking Progress (2026): Spren, GainFrame, ZOZOFIT & More | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Best Body Fat Calculator from Photo: Why AI Beats Smart Scales | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Body Fat Percentage Calculator — Free Estimate | GainFrame	1	0	1	0	0	0	1	0
/blog/best-ai-body-fat-apps/	Metamorph vs GainFrame: Which Progress Photo App Wins for Serious Lifters in 2026? | GainFrame	1	0	1	0	0	0	1	0
/blog/best-before-after-transformations-men/	7 Best Body Transformation Apps in 2026 (Ranked & Compared) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-before-after-transformations-men/	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	0	0	0	1	0
/blog/best-before-after-transformations-men/	Which App Has the Best Before-and-After Transformations for Men? | GainFrame	2	1	1	2	1	1	2	0
/blog/best-body-composition-apps/	7 Best Body Transformation Apps in 2026 (Ranked & Compared) | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-composition-apps/	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	0	1	0	0	0	1	0
/blog/best-body-transformation-apps/	GainFrame - The AI Body Composition App for Gym Goers	12	11	1	0	0	0	12	11
/blog/best-body-transformation-apps/	GainFrame Comics — Science-Backed Gym Tips & Fitness Education | GainFrame	1	0	1	0	0	0	1	0
/blog/best-progress-photo-apps/	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	0	0	0	1	0
/blog/best-progress-photo-apps/	The Complete Guide to Progress Photos That Actually Track Change | GainFrame	1	0	1	0	0	0	1	0
/blog/body-composition-for-lifters/	Body Composition for Lifters: BMI, FFMI, Lean Mass, and Body Fat % Explained | GainFrame	4	3	1	4	3	1	0	0
/blog/body-fat-percentage-chart/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	0	1	0	0	0	1	0
/blog/body-fat-percentage-chart/	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	0	0	0	1	0
/blog/body-fat-percentage-chart/	Таблица процента жира в организме с фотографиями: визуальное руководство для мужчин и женщин | GainFrame	1	0	1	0	0	0	1	0
/blog/body-fat-percentage-chart/	体脂率图表（附图）：男女通用视觉指南 | GainFrame	1	0	1	0	0	0	1	0
/blog/body-fat-percentage-vs-bmi/	Body Fat % vs BMI: Which Number Actually Matters for Lifters? | GainFrame	1	0	1	1	0	1	0	0
/blog/body-recomposition-tracker/?b_a0f1ce00c8f3ffe789cd7d34b_c2f1ecc6f0=&EMAIL=	Body Recomposition Tracker: How to Know Your Recomp Is Actually Working | GainFrame	1	0	1	1	0	1	0	0
/blog/body-transformation-tracker-apps/	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	0	0	0	1	0
/blog/chatgpt-workout-plan/	How to Use ChatGPT for a Workout Plan in 2026 (and How to Tell If It's Actually Working) | GainFrame	2	1	1	2	1	1	1	0
/blog/how-long-to-see-results-from-lifting/	How Long to See Results from Lifting: A Realistic Timeline | GainFrame	1	0	1	1	0	1	1	0
/blog/is-your-lean-bulk-working/	AI Fitness Coach with Strava Integration: A Real Walkthrough (2026) | GainFrame	1	0	1	0	0	0	1	0
/blog/is-your-lean-bulk-working/	GainFrame Blog — AI Progress Photos, Body Composition & Training Tips | GainFrame	1	0	1	0	0	0	1	0
/blog/is-your-lean-bulk-working/	Skinny Fat to Muscular: The Recomp Playbook (and How to Track It) | GainFrame	1	0	1	0	0	0	1	0
/blog/lean-mass-vs-muscle-mass/	Lean Mass vs Muscle Mass: What's the Difference (and Why It Matters for Lifters) | GainFrame	3	2	1	3	2	1	2	0
/blog/resistance-training-guidelines/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/resistance-training-guidelines/	Diretrizes de Treinamento de Resistência da ACSM (2025): Séries, Repetições e Frequência Explicadas | GainFrame	1	0	1	0	0	0	1	0
/blog/shoulder-to-waist-ratio/	Aesthetic Physique: The Body Fat % and Proportions That Create the Look | GainFrame	1	0	1	0	0	0	1	0
/blog/shoulder-to-waist-ratio/	How Long to See Results from Lifting: A Realistic Timeline | GainFrame	1	0	1	0	0	0	1	0
/blog/shoulder-to-waist-ratio/	Signs You're Building Muscle (Before You Can See It in the Mirror) | GainFrame	1	0	1	0	0	0	1	0
/blog/signs-you-are-building-muscle/	Signs You're Building Muscle (Before You Can See It in the Mirror) | GainFrame	1	0	1	1	0	1	1	0
/blog/skinny-fat-to-muscular/	How to Tell If You're Skinny Fat (And Why the Scale Can't) | GainFrame	1	0	1	0	0	0	1	0
/blog/skinny-fat-to-muscular/	Metamorph vs GainFrame: Which Progress Photo App Wins for Serious Lifters in 2026? | GainFrame	1	0	1	0	0	0	1	0
/blog/the-velocity-advantage/	I Built a Site in 50 Minutes. 19,000 People Showed Up the Same Day. | GainFrame	1	0	1	1	0	1	0	0
/blog/timeline-tracking-guide/	Timeline Tracking Guide: Visualize Your Progress Over Time | GainFrame	1	0	1	1	0	1	0	0
/blog/trackbod-vs-gainframe/	trackBod Review 2026: Is It Worth It? (Honest Comparison with GainFrame) | GainFrame	1	0	1	1	0	1	0	0
/blog/visceral-fat-app/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	1	0	1	0	0	0	1	0
/blog/what-is-ffmi/	What Is FFMI? The Body Composition Metric That Actually Works for Lifters | GainFrame	3	2	1	3	2	1	0	0
/body-fat-estimator	404: This page could not be found.	1	0	1	1	0	1	0	0
/every-way-to-measure-body-fat	404: This page could not be found.	1	0	1	1	0	1	0	0
/how-often-take-progress-photos	404: This page could not be found.	1	0	1	1	0	1	0	0
/ozempic-before-and-after-photos-men	404: This page could not be found.	1	0	1	1	0	1	0	0
/privacy/	Body Fat Percentage Calculator — Free Estimate | GainFrame	1	0	1	0	0	0	1	0
/privacy/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	0	1	0	0	0	1	0
/stop-weighing-yourself-daily	404: This page could not be found.	1	0	1	1	0	1	0	0
/tools/	6 Best Body Fat Scanner Apps in 2026 (Tested & Ranked) | GainFrame	1	0	1	0	0	0	1	0
/tools/	Aesthetic Physique: The Body Fat % and Proportions That Create the Look | GainFrame	1	0	1	0	0	0	1	0
/tools/	Calculadora de Percentual de Gordura Corporal — Estimativa Gratuita | GainFrame	1	0	1	0	0	0	1	0
/tools/body-fat-calculator	GainFrame - The AI Body Composition App for Gym Goers	1	0	1	1	0	1	0	0
/tools/body-fat-from-photo/	404: This page could not be found.	1	0	1	0	0	0	1	0
/tools/body-fat-from-photo/	Best Body Fat Calculator from Photo: Why AI Beats Smart Scales | GainFrame	1	0	1	0	0	0	1	0
/tools/body-fat-from-photo/	Body Fat Percentage Calculator — Free Estimate | GainFrame	1	0	1	0	0	0	1	0
/tools/macro-calculator/	Body Fat Percentage Calculator — Free Estimate | GainFrame	1	0	1	0	0	0	1	0
/tools/macro-calculator/	Free AI Body Fat Estimator from a Photo | GainFrame	1	0	1	0	0	0	1	0
/tools/macro-calculator/	TDEE Calculator — Free Daily Calorie Estimate | GainFrame	1	0	1	0	0	0	1	0
/tools/tdee-calculator/	TDEE Calculator — Free Daily Calorie Estimate | GainFrame	1	0	1	1	0	1	0	0
(not set)	5 Best AI Body Fat Apps in 2026 (Tested & Ranked) | GainFrame	2	2	0	0	0	0	0	0
(not set)	ACSM Resistance Training Guidelines (2025): Sets, Reps & Frequency Explained | GainFrame	2	2	0	0	0	0	1	0
(not set)	Best AI Personal Trainer Apps in 2026 (and the App That Tracks If They're Actually Working) | GainFrame	1	1	0	0	0	0	0	0
(not set)	Body Fat Percentage at Each Age — Interactive Visualizer (Male &amp; Female) | GainFrame	1	1	0	0	0	0	0	0
(not set)	My First App Flopped. Here's How I Launched My Second One in 2 Months. | GainFrame	1	1	0	0	0	0	0	0
/	(not set)	1	1	0	0	0	0	1	1
/	5 Best AI Body Fat Apps in 2026 (Tested & Ranked) | GainFrame	2	2	0	0	0	0	2	2
/	Best AI Personal Trainer Apps in 2026 (and the App That Tracks If They're Actually Working) | GainFrame	1	1	0	0	0	0	1	1
/	Calories Burned Calculator — 240+ Activities | GainFrame	1	1	0	0	0	0	1	1
/	GainFrame - O aplicativo de IA para composição corporal ideal para frequentadores de academia.	1	1	0	0	0	0	1	1
/	GainFrame — приложение для анализа состава тела с помощью искусственного интеллекта для посетителей спортзалов.	1	1	0	0	1	-1	1	0
/	TDEE Calculator — Free Daily Calorie Estimate | GainFrame	1	1	0	0	0	0	1	1
/blog/	Best AI Body Scan & Body Composition App in 2026: Full Comparison | GainFrame	1	1	0	0	0	0	1	1
/blog/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	1	0	0	0	0	1	1
/blog/5-tips-better-progress-photos/	The Complete Guide to Progress Photos That Actually Track Change | GainFrame	2	2	0	2	2	0	0	1
/blog/best-ai-body-fat-apps/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	2	2	0	0	0	0	2	2
/blog/best-body-transformation-apps/	5 Best AI Body Fat Apps in 2026 (Tested & Ranked) | GainFrame	1	1	0	0	0	0	1	1
/blog/body-fat-percentage-chart/	Free AI Body Fat Estimator from a Photo | GainFrame	1	1	0	0	0	0	1	1
/blog/every-way-to-measure-body-fat/	Best Ways to Measure Body Fat in 2026 (Accuracy Comparison) | GainFrame	18	18	0	18	17	1	2	1
/blog/hevy-app-gainframe-integration/	GainFrame - The AI Body Composition App for Gym Goers	1	1	0	0	0	0	1	1
/blog/how-often-progress-photos/	How Often Should You Take Progress Photos? (Science-Backed Answer) | GainFrame	1	1	0	1	1	0	1	0
/blog/how-to-track-muscle-gain-progress/	How to Track Muscle Gain Progress: 5 Methods Ranked (Photos, Measurements, DEXA & AI) | GainFrame	2	2	0	2	2	0	1	0
/blog/personalized-ai-fitness-coach/	Personalized AI Fitness Coach: What 'Personalized' Should Actually Mean | GainFrame	1	1	0	0	1	-1	0	0
/blog/visceral-fat-app/	GainFrame - The AI Body Composition App for Gym Goers	1	1	0	0	0	0	1	1
/comics/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	1	0	0	0	0	1	1
/tools/	About GainFrame — The Progress Photo App Built by Someone Who Needed It | GainFrame	2	2	0	0	0	0	2	2
/tools/	Calculadora de Gordura Corporal Gratuita com IA a partir de uma Foto | GainFrame	1	1	0	0	0	0	1	1
/tools/	Calculadoras de Fitness Gratuitas — Gordura Corporal, Gasto Energético Total Diário (TDEE) e Macronutrientes | GainFrame	1	1	0	0	0	0	1	0
/tools/	Calories Burned Calculator — 240+ Activities | GainFrame	1	1	0	0	0	0	1	1
/tools/	FFMI Calculator — Fat-Free Mass Index &amp; Natural Limit | GainFrame	1	1	0	0	0	0	1	1
/tools/	Macro Calculator — Free Protein, Carb &amp; Fat Targets | GainFrame	1	1	0	0	0	0	1	1
/tools/	Progress Photo Setup Tool — Perfect Your Gym Photos | GainFrame	1	1	0	0	0	0	1	1
/tools/	Strength Standards Calculator — Am I Strong? | GainFrame	1	1	0	0	0	0	1	1
/tools/body-fat-from-photo/	Free Fitness Calculators — Body Fat, TDEE & Macros | GainFrame	1	1	0	0	0	0	1	1
/trainers/	GainFrame for Trainers — AI Body Scans Your Clients Will Trust	1	1	0	0	0	0	0	1
(not set)	(not set)	0	1	-1	0	0	0	0	0
(not set)	AI Fitness Coach vs ChatGPT: When a Dedicated App Beats a General LLM (2026) | GainFrame	0	1	-1	0	0	0	0	0
(not set)	Best AI Body Editor Apps 2026 (And the Better Alternative for Real Progress) | GainFrame	0	1	-1	0	0	0	0	0
(not set)	Best Progress Photo Apps for 2026: 5 Options Reviewed | GainFrame Blog	0	1	-1	0	0	0	0	0
(not set)	ChatGPT Sends Us 31% of Our Users — Here's the Generative Engine Optimization Playbook We Used | GainFrame	0	1	-1	0	0	0	0	0
(not set)	ChatGPT Sends Us 31% of Our Users — Our Generative Engine Optimization Playbook | GainFrame	0	1	-1	0	0	0	0	0
