page	recent_clicks	prior_clicks	click_delta	recent_impressions	prior_impressions	impression_delta	recent_ctr	prior_ctr	recent_position	prior_position
https://gainframe.app/blog/ai-fitness-analysis/assets/post-check-in-photo-score.webp	0	0	0	0	19	-19	0.0	0.0		4.0
https://gainframe.app/blog/ai-fitness-coach-strava-integration/	0	1	-1	33	191	-158	0.0	0.005235602094240838	8.757575757575758	6.439790575916231
https://gainframe.app/blog/ai-fitness-coach-vs-chatgpt/	6	15	-9	987	1299	-312	0.0060790273556231	0.011547344110854504	8.149949341438703	7.648190916089299
https://gainframe.app/blog/ai-physique-rating-apps/	74	103	-29	1963	2539	-576	0.03769740193581253	0.04056715242221347	8.463066734589914	7.638046474990154
https://gainframe.app/blog/almost-quit-in-may-12-month-goals/	0	0	0	11	31	-20	0.0	0.0	4.636363636363637	4.161290322580645
https://gainframe.app/blog/am-i-bulking-too-fast/	0	1	-1	6	14	-8	0.0	0.07142857142857142	6.833333333333333	9.142857142857142
https://gainframe.app/blog/am-i-overtraining-quiz/	0	0	0	6	11	-5	0.0	0.0	6.0	7.181818181818182
https://gainframe.app/blog/am-i-skinny-fat-quiz/	5	20	-15	50	138	-88	0.1	0.14492753623188406	10.92	10.94927536231884
https://gainframe.app/blog/apps-like-gainframe/	4	2	2	263	42	221	0.015209125475285171	0.047619047619047616	7.4106463878327	10.19047619047619
https://gainframe.app/blog/apps-like-umax/	3	8	-5	349	320	29	0.008595988538681949	0.025	7.7793696275071635	9.50625
https://gainframe.app/blog/are-smart-scales-accurate/	0	2	-2	84	149	-65	0.0	0.013422818791946308	9.05952380952381	9.85234899328859
https://gainframe.app/blog/are-smart-scales-worth-it/	0	0	0	44	0	44	0.0	0.0	17.886363636363637	
https://gainframe.app/blog/average-bicep-size-women/	15	9	6	3139	1243	1896	0.004778591908251036	0.007240547063555913	7.393437400446002	7.2011263073209975
https://gainframe.app/blog/average-bicep-size/	178	41	137	43305	11046	32259	0.004110379863757072	0.0037117508600398334	7.835792633645076	8.051964512040557
https://gainframe.app/blog/average-body-fat-for-athletes/	1	1	0	884	812	72	0.0011312217194570137	0.0012315270935960591	9.167420814479637	11.219211822660098
https://gainframe.app/blog/average-body-fat-percentage-by-age/	3	9	-6	1376	2407	-1031	0.002180232558139535	0.003739094308267553	9.561046511627907	13.537183215621106
https://gainframe.app/blog/average-body-fat-percentage-men/	0	1	-1	431	721	-290	0.0	0.0013869625520110957	10.280742459396752	20.979195561719834
https://gainframe.app/blog/average-body-fat-percentage-women/	1	6	-5	831	2300	-1469	0.0012033694344163659	0.0026086956521739132	9.681107099879663	22.304347826086957
https://gainframe.app/blog/average-chest-size/	80	25	55	15077	6031	9046	0.0053060953770644025	0.00414524954402255	6.63878755720634	6.6146576023876635
https://gainframe.app/blog/average-forearm-size/	57	18	39	11215	3015	8200	0.005082478823004904	0.005970149253731343	6.350066874721355	6.654063018242122
https://gainframe.app/blog/average-hand-size/	6	7	-1	3150	5810	-2660	0.0019047619047619048	0.0012048192771084338	8.10031746031746	7.715662650602409
https://gainframe.app/blog/average-hip-size-women/	2	37	-35	870	5907	-5037	0.0022988505747126436	0.006263754867106823	6.550574712643678	6.100727949889961
https://gainframe.app/blog/average-neck-size/	1	3	-2	942	766	176	0.0010615711252653928	0.0039164490861618795	7.091295116772824	7.6096605744125325
https://gainframe.app/blog/average-shoulder-width-women/	4	7	-3	2855	3046	-191	0.0014010507880910684	0.002298095863427446	7.559719789842382	6.657912015758372
https://gainframe.app/blog/average-shoulder-width/	32	16	16	12450	4783	7667	0.002570281124497992	0.00334518084883964	7.405461847389558	7.634957139870374
https://gainframe.app/blog/average-thigh-size/	53	56	-3	13538	5683	7855	0.003914906189983749	0.009853950378321309	7.227433889791698	6.207108921344361
https://gainframe.app/blog/average-waist-size-men/	135	109	26	22726	16682	6044	0.005940332658628884	0.006533988730368061	6.923831734577137	7.441553770531112
https://gainframe.app/blog/average-waist-size-women/	59	29	30	17999	7004	10995	0.00327795988666037	0.004140491147915477	13.10250569476082	13.586664762992577
https://gainframe.app/blog/average-wrist-size/	9	6	3	1671	1801	-130	0.005385996409335727	0.003331482509716824	7.515260323159785	7.8939478067740145
https://gainframe.app/blog/before-after-comparing-progress-photos/	0	0	0	16	40	-24	0.0	0.0	11.125	7.85
https://gainframe.app/blog/beginner-intermediate-advanced-lifter/	6	3	3	515	212	303	0.011650485436893204	0.014150943396226415	9.366990291262136	9.660377358490566
https://gainframe.app/blog/behind-the-prediction-future-physique/	1	0	1	10	2	8	0.1	0.0	3.9	17.5
https://gainframe.app/blog/best-ai-body-composition-app/	4	30	-26	480	1284	-804	0.008333333333333333	0.02336448598130841	22.8	10.902647975077882
https://gainframe.app/blog/best-ai-body-fat-apps/	352	593	-241	5568	10374	-4806	0.06321839080459771	0.05716213610950453	5.849856321839081	5.493637941006362
https://gainframe.app/blog/best-ai-fitness-apps-track-body/	20	76	-56	3157	5045	-1888	0.0063351282863477985	0.015064420218037661	8.161229014887551	7.025966303270565
https://gainframe.app/blog/best-ai-personal-trainer-apps/	49	46	3	7346	5675	1671	0.006670296760141574	0.008105726872246696	8.39967329158726	10.532863436123348
https://gainframe.app/blog/best-app-store-screenshot-tools/	0	0	0	34	17	17	0.0	0.0	19.147058823529413	16.88235294117647
https://gainframe.app/blog/best-apps-track-muscle-gain/	1	3	-2	142	166	-24	0.007042253521126761	0.018072289156626505	15.795774647887324	11.75301204819277
https://gainframe.app/blog/best-apps-track-weight-loss-ozempic/	0	0	0	57	41	16	0.0	0.0	18.859649122807017	10.365853658536585
https://gainframe.app/blog/best-before-after-transformation-apps-women/	0	0	0	37	46	-9	0.0	0.0	11.297297297297296	8.782608695652174
https://gainframe.app/blog/best-before-after-transformations-men/	2	2	0	275	598	-323	0.007272727272727273	0.0033444816053511705	11.632727272727273	7.431438127090301
https://gainframe.app/blog/best-body-composition-apps/	21	65	-44	2815	4550	-1735	0.007460035523978685	0.014285714285714285	9.009946714031972	7.7032967032967035
https://gainframe.app/blog/best-body-composition-scales/	19	2	17	686	133	553	0.027696793002915453	0.015037593984962405	10.026239067055394	11.526315789473685
https://gainframe.app/blog/best-body-fat-calculator-from-photo/	3	21	-18	652	1504	-852	0.004601226993865031	0.013962765957446808	17.671779141104295	10.918218085106384
https://gainframe.app/blog/best-body-fat-scanner-apps/	92	113	-21	2352	3795	-1443	0.0391156462585034	0.029776021080368906	6.353316326530612	7.678524374176548
https://gainframe.app/blog/best-body-rating-apps/	50	6	44	1005	112	893	0.04975124378109453	0.05357142857142857	5.8965174129353235	5.875
https://gainframe.app/blog/best-body-recomposition-apps/	35	44	-9	1367	1465	-98	0.025603511338697878	0.030034129692832763	6.632772494513533	5.954266211604096
https://gainframe.app/blog/best-body-scanning-measurement-apps/	365	214	151	9449	5238	4211	0.03862842628849614	0.04085528827796869	6.0557730976822945	6.559373806796487
https://gainframe.app/blog/best-body-tracking-apps/	32	2	30	1170	114	1056	0.02735042735042735	0.017543859649122806	8.011111111111111	7.359649122807017
https://gainframe.app/blog/best-body-transformation-apps/	175	212	-37	4854	6622	-1768	0.03605274000824062	0.0320144971307762	5.084672435105068	4.6674720628209005
https://gainframe.app/blog/best-fitness-app-stack-2026/	0	0	0	137	243	-106	0.0	0.0	15.357664233576642	8.707818930041153
https://gainframe.app/blog/best-fitness-apps-for-men/	0	0	0	66	0	66	0.0	0.0	21.46969696969697	
https://gainframe.app/blog/best-fitness-apps-for-women/	3	0	3	203	43	160	0.014778325123152709	0.0	21.35960591133005	24.558139534883722
https://gainframe.app/blog/best-free-body-fat-apps/	15	1	14	476	23	453	0.031512605042016806	0.043478260869565216	6.258403361344538	8.217391304347826
https://gainframe.app/blog/best-free-progress-photo-apps/	72	84	-12	2823	2557	266	0.025504782146652496	0.032850997262416894	5.733262486716259	5.7618302698474775
https://gainframe.app/blog/best-free-progress-photo-apps/assets/compare.png	0	0	0	0	15	-15	0.0	0.0		6.133333333333334
https://gainframe.app/blog/best-glp1-muscle-tracking-apps/	0	0	0	9	33	-24	0.0	0.0	7.333333333333333	7.787878787878788
https://gainframe.app/blog/best-inbody-alternatives/	43	28	15	1224	1097	127	0.035130718954248366	0.02552415679124886	8.125816993464053	7.62351868732908
https://gainframe.app/blog/best-leanlens-alternatives/	8	10	-2	481	433	48	0.016632016632016633	0.023094688221709007	5.779625779625779	6.1108545034642034
https://gainframe.app/blog/best-progress-photo-apps-android/	7	4	3	233	125	108	0.030042918454935622	0.032	7.3218884120171674	6.192
https://gainframe.app/blog/best-progress-photo-apps/	23	42	-19	1957	2640	-683	0.011752682677567705	0.015909090909090907	6.5104752171691365	6.634848484848485
https://gainframe.app/blog/best-renpho-alternatives/	1	1	0	95	100	-5	0.010526315789473684	0.01	7.852631578947369	8.3
https://gainframe.app/blog/best-smart-scales-apple-health/	2	0	2	619	0	619	0.0032310177705977385	0.0	8.946688206785137	
https://gainframe.app/blog/best-whoop-alternatives-for-lifters/	3	1	2	149	57	92	0.020134228187919462	0.017543859649122806	7.959731543624161	10.614035087719298
https://gainframe.app/blog/best-workout-tracker-apps/	1	1	0	163	187	-24	0.006134969325153374	0.0053475935828877	15.668711656441717	9.181818181818182
https://gainframe.app/blog/best-zozofit-alternatives/	28	25	3	625	429	196	0.0448	0.05827505827505827	6.9552	5.995337995337995
https://gainframe.app/blog/body-composition-for-lifters/	0	0	0	16	23	-7	0.0	0.0	11.1875	15.304347826086957
https://gainframe.app/blog/body-composition-pictures/	7	0	7	674	0	674	0.010385756676557863	0.0	9.1513353115727	
https://gainframe.app/blog/body-fat-from-photo-app/	21	24	-3	1783	1361	422	0.011777902411665733	0.01763409257898604	8.805945036455412	7.254224834680382
https://gainframe.app/blog/body-fat-percentage-chart-women/	4	7	-3	284	590	-306	0.014084507042253521	0.011864406779661017	9.841549295774648	18.827118644067795
https://gainframe.app/blog/body-fat-percentage-chart/	125	137	-12	21507	20454	1053	0.005812061189380202	0.006697956389948177	10.221276793602083	12.535249828884325
https://gainframe.app/blog/body-fat-percentage-quiz/	32	7	25	464	155	309	0.06896551724137931	0.04516129032258064	12.900862068965518	17.72258064516129
https://gainframe.app/blog/body-fat-percentage-vs-bmi/	3	2	1	422	226	196	0.0071090047393364926	0.008849557522123894	10.74170616113744	14.68141592920354
https://gainframe.app/blog/body-fat-visible-jawline-men/	115	37	78	10352	4091	6261	0.011108964451313756	0.009044243461256417	5.957882534775889	5.891469078464923
https://gainframe.app/blog/body-frame-size/	16	16	0	1738	1828	-90	0.009205983889528193	0.0087527352297593	7.0886075949367084	7.799781181619256
https://gainframe.app/blog/body-recomposition-before-and-after/	9	6	3	290	93	197	0.03103448275862069	0.06451612903225806	7.3068965517241375	6.688172043010753
https://gainframe.app/blog/body-recomposition-for-women/	4	1	3	60	126	-66	0.06666666666666667	0.007936507936507936	9.8	19.642857142857142
https://gainframe.app/blog/body-recomposition-over-40/	0	0	0	20	35	-15	0.0	0.0	23.1	16.25714285714286
https://gainframe.app/blog/body-recomposition-tracker/	0	2	-2	26	34	-8	0.0	0.058823529411764705	10.307692307692308	9.176470588235293
https://gainframe.app/blog/body-transformation-tracker-apps/	13	34	-21	1203	2371	-1168	0.010806317539484621	0.01433994095318431	6.9858686616791354	6.662589624630957
https://gainframe.app/blog/body-type-quiz/	5	1	4	88	108	-20	0.056818181818181816	0.009259259259259259	17.022727272727273	40.120370370370374
https://gainframe.app/blog/bulk-cut-or-recomp/	4	4	0	514	445	69	0.007782101167315175	0.008988764044943821	9.622568093385214	9.107865168539325
https://gainframe.app/blog/chatgpt-workout-plan/	1	5	-4	132	115	17	0.007575757575757576	0.043478260869565216	12.477272727272727	12.895652173913044
https://gainframe.app/blog/chest-to-waist-ratio/	87	14	73	5574	1190	4384	0.015608180839612486	0.011764705882352941	6.128274129888769	5.542016806722689
https://gainframe.app/blog/dad-bod-body-fat-percentage/	0	6	-6	12	633	-621	0.0	0.009478672985781991	6.25	8.192733017377567
https://gainframe.app/blog/dexa-scan-alternative/	31	17	14	1133	909	224	0.02736098852603707	0.0187018701870187	9.274492497793469	8.718371837183717
https://gainframe.app/blog/dexa-scan-vs-ai-body-composition/	1	0	1	40	69	-29	0.025	0.0	27.7	15.289855072463768
https://gainframe.app/blog/do-i-look-fat/	20	0	20	948	0	948	0.02109704641350211	0.0	7.839662447257384	
https://gainframe.app/blog/every-way-to-measure-body-fat/	0	0	0	13	11	2	0.0	0.0	8.384615384615385	18.0
https://gainframe.app/blog/face-fat-and-body-fat/	16	8	8	4118	3426	692	0.003885381253035454	0.002335084646818447	8.699125789218067	8.25831873905429
https://gainframe.app/blog/ffmi-chart/	17	8	9	1250	564	686	0.0136	0.014184397163120567	9.5288	8.579787234042552
https://gainframe.app/blog/ffmi-percentiles/	3	5	-2	363	648	-285	0.008264462809917356	0.007716049382716049	7.62534435261708	10.37037037037037
https://gainframe.app/blog/first-1000-mrr-next-920/	0	0	0	31	0	31	0.0	0.0	9.064516129032258	
https://gainframe.app/blog/first-cut-guide/	0	0	0	155	84	71	0.0	0.0	8.56774193548387	9.5
https://gainframe.app/blog/fitnessai-bodyscan-vs-gainframe/	1	4	-3	100	312	-212	0.01	0.01282051282051282	9.55	8.221153846153847
https://gainframe.app/blog/future-physique-ai-prediction/	8	2	6	32	16	16	0.25	0.125	2.8125	5.0625
https://gainframe.app/blog/gainframe-coach/	2	0	2	6	15	-9	0.3333333333333333	0.0	4.666666666666666	7.0
https://gainframe.app/blog/gainframe-is-live/	0	1	-1	55	128	-73	0.0	0.0078125	6.963636363636364	6.609375
https://gainframe.app/blog/gainframe-roadmap-next-90-days/	1	0	1	48	3	45	0.020833333333333332	0.0	3.6041666666666665	2.666666666666667
https://gainframe.app/blog/gainframe-vs-fitbod-ray-gymstreak/	3	7	-4	148	307	-159	0.02027027027027027	0.02280130293159609	5.972972972972973	6.41042345276873
https://gainframe.app/blog/generative-engine-optimization-case-study/	0	1	-1	6	32	-26	0.0	0.03125	18.833333333333332	2.8125
https://gainframe.app/blog/getting-user-feedback/	0	0	0	7	56	-49	0.0	0.0	6.285714285714286	10.232142857142858
https://gainframe.app/blog/glp1-body-recomposition-after-stopping/	1	0	1	22	11	11	0.045454545454545456	0.0	12.590909090909092	10.272727272727273
https://gainframe.app/blog/hevy-app-gainframe-integration/	0	2	-2	7	16	-9	0.0	0.125	9.571428571428571	5.25
https://gainframe.app/blog/hevy-vs-strong/	2	2	0	291	233	58	0.006872852233676976	0.008583690987124463	13.786941580756015	13.420600858369099
https://gainframe.app/blog/how-accurate-are-body-fat-calculators/	2	0	2	869	110	759	0.0023014959723820483	0.0	15.499424626006904	15.718181818181819
https://gainframe.app/blog/how-ai-body-composition-analysis-works/	1	0	1	30	45	-15	0.03333333333333333	0.0	15.7	14.666666666666666
https://gainframe.app/blog/how-lean-can-you-get-naturally/	0	0	0	52	5	47	0.0	0.0	9.26923076923077	17.2
https://gainframe.app/blog/how-long-does-body-recomposition-take/	13	3	10	1495	1051	444	0.008695652173913044	0.0028544243577545195	9.934448160535117	9.225499524262608
https://gainframe.app/blog/how-long-does-it-take-to-lose-belly-fat/	6	0	6	1494	553	941	0.004016064257028112	0.0	9.566934404283803	10.177215189873417
https://gainframe.app/blog/how-long-to-see-abs/	2	2	0	2367	803	1564	0.0008449514152936206	0.0024906600249066002	9.220532319391635	10.806973848069738
https://gainframe.app/blog/how-long-to-see-results-from-lifting/	2	2	0	189	276	-87	0.010582010582010581	0.007246376811594203	9.142857142857142	10.46376811594203
https://gainframe.app/blog/how-much-muscle-can-you-gain-in-a-month/	0	0	0	42	99	-57	0.0	0.0	13.0	20.07070707070707
https://gainframe.app/blog/how-often-progress-photos/	2	3	-1	298	340	-42	0.006711409395973154	0.008823529411764706	7.26510067114094	7.208823529411765
https://gainframe.app/blog/how-to-estimate-body-fat-from-photo/	1	0	1	49	23	26	0.02040816326530612	0.0	30.959183673469386	14.08695652173913
https://gainframe.app/blog/how-to-get-a-smaller-waist/	2	0	2	79	43	36	0.02531645569620253	0.0	8.708860759493671	13.325581395348838
https://gainframe.app/blog/how-to-get-a-toned-stomach/	0	0	0	17	15	2	0.0	0.0	10.294117647058824	13.8
https://gainframe.app/blog/how-to-get-toned-arms/	0	0	0	81	109	-28	0.0	0.0	13.432098765432098	10.110091743119266
https://gainframe.app/blog/how-to-lean-bulk-without-gaining-fat/	0	0	0	11	10	1	0.0	0.0	37.81818181818182	30.8
https://gainframe.app/blog/how-to-measure-body-fat-with-tape/	0	0	0	51	114	-63	0.0	0.0	13.588235294117647	12.5
https://gainframe.app/blog/how-to-take-body-measurements/	0	1	-1	142	385	-243	0.0	0.0025974025974025974	20.823943661971832	25.215584415584416
https://gainframe.app/blog/how-to-take-progress-photos-weight-loss/	0	1	-1	110	80	30	0.0	0.0125	8.972727272727273	9.4
https://gainframe.app/blog/how-to-tell-if-skinny-fat/	3	0	3	455	463	-8	0.006593406593406593	0.0	10.25934065934066	9.498920086393088
https://gainframe.app/blog/how-to-tell-if-skinny-fat/assets/muscle-compare.webp	0	0	0	0	10	-10	0.0	0.0		3.7
https://gainframe.app/blog/how-to-track-muscle-gain-progress/	1	1	0	22	24	-2	0.045454545454545456	0.041666666666666664	18.227272727272727	17.458333333333332
https://gainframe.app/blog/hume-body-pod-review/	2	3	-1	941	391	550	0.0021253985122210413	0.0076726342710997444	15.911795961742827	21.217391304347824
https://gainframe.app/blog/idea-validator-scored-my-live-app/	0	0	0	3	12	-9	0.0	0.0	4.333333333333334	6.333333333333333
https://gainframe.app/blog/ideal-body-measurements-men/	233	50	183	19430	5522	13908	0.011991765311374164	0.009054690329590729	8.31358723623263	8.365990583122057
https://gainframe.app/blog/ideal-body-measurements-women/	56	23	33	8033	1349	6684	0.006971243620067223	0.01704966641957005	11.506162081414166	11.963676797627873
https://gainframe.app/blog/import-progress-photos/	0	1	-1	4	22	-18	0.0	0.045454545454545456	7.25	7.181818181818182
https://gainframe.app/blog/ios-app-playbook-2026/	0	2	-2	50	133	-83	0.0	0.015037593984962405	6.08	3.3609022556390977
https://gainframe.app/blog/is-bmi-accurate/	0	0	0	11	45	-34	0.0	0.0	15.636363636363637	26.08888888888889
https://gainframe.app/blog/is-your-lean-bulk-working/	3	2	1	809	940	-131	0.003708281829419036	0.002127659574468085	8.69344870210136	8.426595744680851
https://gainframe.app/blog/jefit-vs-hevy/	11	3	8	309	97	212	0.03559870550161812	0.030927835051546393	8.381877022653722	7.515463917525773
https://gainframe.app/blog/lean-bulk-vs-dirty-bulk/	1	0	1	89	89	0	0.011235955056179775	0.0	9.235955056179776	11.348314606741573
https://gainframe.app/blog/lean-mass-vs-muscle-mass/	0	0	0	196	369	-173	0.0	0.0	36.1530612244898	44.609756097560975
https://gainframe.app/blog/long-torso-short-legs/	48	8	40	8975	975	8000	0.005348189415041783	0.008205128205128205	9.17292479108635	8.430769230769231
https://gainframe.app/blog/macrofactor-review/	1	0	1	330	53	277	0.0030303030303030303	0.0	19.29090909090909	19.20754716981132
https://gainframe.app/blog/maintenance-calories/	0	0	0	14	46	-32	0.0	0.0	27.214285714285715	28.58695652173913
https://gainframe.app/blog/measure-muscle-gain-without-scale/	0	0	0	28	12	16	0.0	0.0	11.071428571428571	9.25
https://gainframe.app/blog/meet-gainframe-guy/	0	2	-2	3	26	-23	0.0	0.07692307692307693	4.666666666666666	17.73076923076923
https://gainframe.app/blog/menopause-body-composition/	0	0	0	23	10	13	0.0	0.0	10.782608695652174	9.2
https://gainframe.app/blog/metamorph-vs-gainframe/	6	4	2	500	690	-190	0.012	0.005797101449275362	5.254	5.076811594202899
https://gainframe.app/blog/methreesixty-vs-gainframe/	0	4	-4	21	285	-264	0.0	0.014035087719298246	7.476190476190476	7.505263157894737
https://gainframe.app/blog/mini-cut/	3	3	0	276	100	176	0.010869565217391304	0.03	8.851449275362318	10.02
https://gainframe.app/blog/moving-the-goalposts/	0	1	-1	25	21	4	0.0	0.047619047619047616	13.68	3.1904761904761907
https://gainframe.app/blog/my-app-has-copycats-now/	0	0	0	11	42	-31	0.0	0.0	8.636363636363637	5.976190476190476
https://gainframe.app/blog/natty-limit/	21	5	16	2043	401	1642	0.010279001468428781	0.012468827930174564	7.27508565834557	7.458852867830424
https://gainframe.app/blog/newbie-gains/	1	3	-2	1062	513	549	0.0009416195856873823	0.005847953216374269	9.392655367231638	10.099415204678362
https://gainframe.app/blog/normal-bmi-but-look-fat/	10	3	7	1398	488	910	0.00715307582260372	0.006147540983606557	7.113018597997139	7.23155737704918
https://gainframe.app/blog/organic-traffic-15x-90-days/	0	0	0	7	93	-86	0.0	0.0	6.285714285714286	7.623655913978495
https://gainframe.app/blog/out-of-the-box-marketing-experiments/	0	0	0	3	45	-42	0.0	0.0	4.333333333333334	6.133333333333334
https://gainframe.app/blog/ozempic-before-and-after-photos-men/	7	4	3	181	187	-6	0.03867403314917127	0.0213903743315508	7.082872928176796	6.46524064171123
https://gainframe.app/blog/ozempic-bodybuilding-cut-without-losing-muscle/	3	4	-1	60	84	-24	0.05	0.047619047619047616	8.15	7.821428571428571
https://gainframe.app/blog/personalized-ai-fitness-coach/	0	0	0	13	82	-69	0.0	0.0	6.153846153846154	4.951219512195122
https://gainframe.app/blog/physique-rating-scale/	1	10	-9	29	264	-235	0.034482758620689655	0.03787878787878788	6.068965517241379	7.537878787878788
https://gainframe.app/blog/progress-app-vs-gainframe/	1	1	0	106	145	-39	0.009433962264150943	0.006896551724137931	7.09433962264151	6.475862068965517
https://gainframe.app/blog/progress-photo-poses/	1	2	-1	69	364	-295	0.014492753623188406	0.005494505494505495	7.913043478260869	8.733516483516484
https://gainframe.app/blog/progress-photos-body-image/	0	0	0	3	14	-11	0.0	0.0	7.0	6.5
https://gainframe.app/blog/rate-my-physique/	68	3	65	1363	108	1255	0.049889948642699924	0.027777777777777776	8.573000733675716	16.842592592592595
https://gainframe.app/blog/ray-fitness-app-review/	15	14	1	1309	916	393	0.01145912910618793	0.015283842794759825	7.862490450725745	7.029475982532751
https://gainframe.app/blog/recomp-ai-vs-gainframe/	1	5	-4	97	413	-316	0.010309278350515464	0.012106537530266344	8.45360824742268	6.857142857142857
https://gainframe.app/blog/recovery-score-for-lifters/	0	0	0	13	19	-6	0.0	0.0	8.538461538461538	13.789473684210526
https://gainframe.app/blog/renpho-gainframe-integration/	1	0	1	173	0	173	0.005780346820809248	0.0	8.722543352601157	
https://gainframe.app/blog/renpho-scale-review/	0	0	0	914	147	767	0.0	0.0	12.021881838074398	12.081632653061224
https://gainframe.app/blog/resistance-training-guidelines/	3	0	3	5894	6459	-565	0.0005089921954530031	0.0	8.097556837461825	7.778913144449605
https://gainframe.app/blog/retention-hardest-problem/	0	0	0	5	23	-18	0.0	0.0	4.8	6.217391304347826
https://gainframe.app/blog/reverse-dieting/	0	0	0	14	34	-20	0.0	0.0	11.428571428571429	11.558823529411764
https://gainframe.app/blog/seo-weekly-audit-loop/	0	0	0	16	0	16	0.0	0.0	5.5625	
https://gainframe.app/blog/should-i-bulk-or-cut-quiz/	3	3	0	20	33	-13	0.15	0.09090909090909091	9.6	7.303030303030303
https://gainframe.app/blog/shoulder-to-waist-ratio/	107	8	99	22035	3159	18876	0.004855911050601316	0.0025324469768914213	7.0571363739505335	8.006964229186451
https://gainframe.app/blog/signs-you-are-building-muscle/	1	0	1	53	101	-48	0.018867924528301886	0.0	11.547169811320755	8.336633663366337
https://gainframe.app/blog/skeletal-muscle-mass-percentage/	17	3	14	3657	1721	1936	0.004648619086683074	0.0017431725740848344	14.170084768936286	14.237071470075538
https://gainframe.app/blog/skinny-fat-to-muscular/	18	12	6	2447	1796	651	0.0073559460563955865	0.0066815144766146995	8.043727012668572	7.163140311804009
https://gainframe.app/blog/skinny-fat-women/	1	0	1	260	348	-88	0.0038461538461538464	0.0	8.073076923076922	8.410919540229884
https://gainframe.app/blog/smart-integrations-hevy/	0	0	0	0	13	-13	0.0	0.0		10.0
https://gainframe.app/blog/spent-5k-on-app-ads/	1	0	1	18	98	-80	0.05555555555555555	0.0	5.277777777777778	5.173469387755102
https://gainframe.app/blog/spren-app-review/	17	14	3	751	1068	-317	0.022636484687083888	0.013108614232209739	6.227696404793608	6.032771535580524
https://gainframe.app/blog/spren-vs-gainframe/	1	1	0	17	46	-29	0.058823529411764705	0.021739130434782608	9.176470588235293	7.760869565217392
https://gainframe.app/blog/stop-building-features-start-reading-data/	0	0	0	14	14	0	0.0	0.0	6.142857142857143	4.142857142857142
https://gainframe.app/blog/stop-weighing-yourself-daily/	0	0	0	4	10	-6	0.0	0.0	68.5	19.5
https://gainframe.app/blog/strength-standards/	0	0	0	33	69	-36	0.0	0.0	20.87878787878788	38.08695652173913
https://gainframe.app/blog/strong-but-look-small/	0	0	0	265	98	167	0.0	0.0	7.8943396226415095	8.16326530612245
https://gainframe.app/blog/take-progress-photos-by-yourself/	1	2	-1	51	93	-42	0.0196078431372549	0.021505376344086023	8.941176470588236	8.204301075268816
https://gainframe.app/blog/tape-measure-vs-smart-scale/	1	1	0	234	103	131	0.004273504273504274	0.009708737864077669	7.816239316239316	8.388349514563107
https://gainframe.app/blog/thelo-app-review/	6	0	6	412	0	412	0.014563106796116505	0.0	5.436893203883495	
https://gainframe.app/blog/timeline-tracking-guide/	0	1	-1	7	35	-28	0.0	0.02857142857142857	15.285714285714286	10.342857142857143
https://gainframe.app/blog/trackbod-vs-gainframe/	3	0	3	179	381	-202	0.01675977653631285	0.0	7.402234636871508	6.645669291338582
https://gainframe.app/blog/trial-conversion-21-to-44/	1	0	1	7	50	-43	0.14285714285714285	0.0	5.714285714285714	5.94
https://gainframe.app/blog/two-months-launching-second-app/	0	0	0	14	41	-27	0.0	0.0	9.0	3.317073170731707
